Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearWorked,TenureRatio,ManagerStability,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
32,1045,4,4,4,32,1,3,4,10400,25812,1,11,3,3,0,14,2,2,14,8,9,8,693.3333333333334,0.9333333333333333,0.5333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,501,27,5,3,99,3,2,4,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7,482.1818181818182,0.7272727272727273,0.7777777777777778,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34,1442,9,3,4,46,2,3,2,8621,17654,1,14,3,2,0,9,3,4,8,7,7,7,862.1,0.8,0.7777777777777778,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,541,2,1,3,62,3,1,1,2322,9518,3,13,3,3,1,3,3,3,0,0,0,0,580.5,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
51,632,21,4,3,71,3,2,4,5441,8423,0,22,4,4,0,11,2,1,10,7,1,0,453.4166666666667,0.8333333333333334,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
28,791,1,4,4,44,3,1,3,2154,6842,0,11,3,3,0,5,2,2,4,2,0,2,359.0,0.6666666666666666,0.4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
31,616,12,3,4,41,3,2,4,5855,17369,0,11,3,3,2,10,2,1,9,7,8,5,532.2727272727273,0.8181818181818182,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,608,1,2,3,68,3,3,1,7412,6009,1,11,3,4,0,9,3,3,9,7,0,7,741.2,0.9,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28,1169,8,2,2,63,2,1,4,4936,23965,1,13,3,4,1,6,6,3,5,1,0,4,705.1428571428571,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45,589,2,4,3,67,3,2,3,5154,19665,4,22,4,2,2,10,3,4,8,7,5,7,468.54545454545456,0.7272727272727273,0.7777777777777778,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,792,1,3,4,77,3,2,4,6472,8989,1,15,3,4,1,9,2,3,9,8,5,8,647.2,0.9,0.8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
42,1271,2,1,2,35,3,1,4,2515,9068,5,14,3,4,0,8,2,3,2,1,2,2,279.44444444444446,0.2222222222222222,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
33,508,10,3,2,46,2,2,4,4682,4317,3,14,3,3,0,9,6,2,7,7,0,1,468.2,0.7,0.125,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36,557,3,3,1,94,2,3,4,7644,12695,0,19,3,3,2,10,2,3,9,7,3,4,694.9090909090909,0.8181818181818182,0.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,723,2,4,2,77,1,2,4,5405,4244,2,20,4,1,2,20,4,2,4,2,0,3,257.3809523809524,0.19047619047619047,0.6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
59,715,2,3,3,69,2,4,4,13726,21829,3,13,3,1,0,30,4,3,5,3,4,3,442.7741935483871,0.16129032258064516,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29,1247,20,2,4,45,3,2,4,6931,10732,2,14,3,4,1,10,2,3,3,2,0,2,630.0909090909091,0.2727272727272727,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49,1064,2,1,2,42,3,5,4,19161,13738,3,15,3,4,0,28,3,3,5,4,4,3,660.7241379310345,0.1724137931034483,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
50,145,1,3,4,95,3,2,3,6347,24920,0,12,3,1,1,19,3,3,18,7,0,13,317.35,0.9,0.6842105263157895,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,210,1,1,3,73,3,2,2,6349,22107,0,13,3,4,1,6,0,3,5,4,1,4,907.0,0.7142857142857143,0.6666666666666666,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
42,355,10,4,3,38,3,1,3,2936,6161,3,22,4,2,2,10,1,2,6,3,3,3,266.90909090909093,0.5454545454545454,0.42857142857142855,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
37,408,19,2,2,73,3,1,2,3022,10227,4,21,4,1,0,8,1,3,1,0,0,0,335.77777777777777,0.1111111111111111,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36,469,3,3,3,46,3,1,2,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7,284.0,0.8461538461538461,0.5833333333333334,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
47,983,2,2,1,65,3,2,4,5070,7389,5,13,3,3,3,20,2,3,5,0,0,4,241.42857142857142,0.23809523809523808,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,119,15,4,2,77,3,4,1,13341,25098,0,12,3,1,0,21,3,3,20,8,11,10,606.4090909090909,0.9090909090909091,0.47619047619047616,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
41,552,4,3,3,60,1,2,2,6430,20794,6,19,3,2,1,10,4,3,3,2,1,2,584.5454545454545,0.2727272727272727,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
29,337,14,1,3,84,3,3,4,7553,22930,0,12,3,1,0,9,1,3,8,7,7,7,755.3,0.8,0.7777777777777778,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
38,364,3,5,4,32,3,2,3,4317,2302,3,20,4,2,0,19,2,3,3,2,2,2,215.85,0.15,0.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
32,1062,2,3,3,75,3,1,2,2370,3956,1,13,3,3,1,8,4,3,8,0,0,7,263.3333333333333,0.8888888888888888,0.7777777777777778,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,1445,1,5,3,100,4,3,2,7446,8931,1,11,3,1,0,10,2,3,10,8,4,7,676.9090909090909,0.9090909090909091,0.6363636363636364,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,546,5,1,3,97,3,1,4,3117,26009,1,18,3,3,0,3,2,3,2,2,2,2,779.25,0.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43,422,1,3,4,33,3,2,4,5562,21782,4,13,3,2,1,12,2,2,5,2,2,2,427.84615384615387,0.38461538461538464,0.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,1495,4,2,4,87,3,1,3,3306,26176,7,19,3,4,1,7,5,2,0,0,0,0,413.25,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,813,17,5,4,50,2,3,1,13269,21981,5,15,3,3,3,19,3,3,14,11,1,11,663.45,0.7,0.7333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1274,9,1,3,33,3,3,2,10648,14394,1,25,4,4,1,13,6,4,13,8,0,8,760.5714285714286,0.9285714285714286,0.5714285714285714,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35,303,27,3,3,84,3,2,4,5813,13492,1,18,3,4,0,10,2,3,10,7,7,7,528.4545454545455,0.9090909090909091,0.6363636363636364,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
37,1305,10,4,3,49,3,2,2,4197,21123,2,12,3,4,0,18,2,2,1,0,0,1,220.89473684210526,0.05263157894736842,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
27,1130,8,4,2,56,3,2,2,6214,3415,1,18,3,1,1,8,3,3,8,7,0,7,690.4444444444445,0.8888888888888888,0.7777777777777778,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,1355,4,4,3,78,2,3,3,10999,22245,7,14,3,2,0,27,3,3,15,11,4,8,392.82142857142856,0.5357142857142857,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,1394,8,3,4,58,2,2,2,2133,18115,1,16,3,3,1,20,3,3,20,11,0,7,101.57142857142857,0.9523809523809523,0.3333333333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,894,1,4,4,33,2,2,3,4374,15411,0,15,3,3,0,4,6,3,3,2,1,2,874.8,0.6,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27,1377,11,1,2,91,3,1,1,2099,7679,0,14,3,2,0,6,3,4,5,0,1,4,299.85714285714283,0.7142857142857143,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
34,999,26,1,1,92,2,1,3,2029,15891,1,20,4,3,3,5,2,3,5,4,0,0,338.1666666666667,0.8333333333333334,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
47,217,3,3,4,49,3,4,3,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13,474.82758620689657,0.7586206896551724,0.5652173913043478,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,464,16,3,4,74,3,1,1,2587,24941,4,16,3,2,1,17,2,2,2,2,2,2,143.72222222222223,0.1111111111111111,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,605,21,3,4,72,3,4,4,17875,11761,4,13,3,3,1,29,2,2,1,0,0,0,595.8333333333334,0.03333333333333333,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
24,1448,1,1,1,62,3,1,2,3202,21972,1,16,3,2,0,6,4,3,5,3,1,4,457.42857142857144,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
29,410,2,1,4,97,3,1,2,3180,4668,0,13,3,3,3,4,3,3,3,2,0,2,636.0,0.6,0.5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35,1017,6,4,2,82,1,2,4,6646,19368,1,13,3,2,0,17,3,3,17,11,11,8,369.22222222222223,0.9444444444444444,0.4444444444444444,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26,841,6,3,3,46,2,1,2,2368,23300,1,19,3,3,0,5,3,2,5,4,4,3,394.6666666666667,0.8333333333333334,0.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
58,286,2,4,4,31,3,5,2,19246,25761,7,12,3,4,0,40,2,3,31,15,13,8,469.4146341463415,0.7560975609756098,0.25,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
45,364,25,3,2,83,3,5,2,18061,13035,3,22,4,3,0,22,4,3,0,0,0,0,785.2608695652174,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,849,25,2,1,81,2,3,2,12061,26707,3,17,3,3,1,19,2,3,10,8,0,1,603.05,0.5,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,253,11,3,1,43,3,1,2,2244,24440,1,13,3,4,1,2,1,3,2,1,1,2,748.0,0.6666666666666666,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,1017,25,3,1,55,2,1,2,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2,385.5,0.3333333333333333,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
30,1398,22,4,3,69,3,3,1,8412,2890,0,11,3,3,0,10,3,3,9,8,7,8,764.7272727272727,0.8181818181818182,0.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
38,395,9,3,2,98,2,1,2,2899,12102,0,19,3,4,1,3,3,3,2,2,1,2,724.75,0.5,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
35,636,4,4,4,47,2,1,4,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2,792.0,0.6666666666666666,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
30,1138,6,3,1,48,2,2,4,4627,23631,0,12,3,1,1,10,6,3,9,2,6,7,420.6363636363636,0.8181818181818182,0.7,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
27,1410,3,1,4,71,4,2,4,4647,16673,1,20,4,2,2,6,3,3,6,5,0,4,663.8571428571429,0.8571428571428571,0.5714285714285714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23,571,12,2,4,78,3,1,4,2647,13672,1,13,3,3,0,5,6,4,5,2,1,4,441.1666666666667,0.8333333333333334,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
46,734,2,4,3,46,3,5,4,19328,14218,7,17,3,3,1,24,3,3,2,1,2,2,773.12,0.08,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
27,975,7,3,4,55,2,2,1,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7,681.1,0.7,0.875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,587,10,1,1,38,1,1,4,3408,6705,7,13,3,1,3,8,2,3,4,3,1,3,378.6666666666667,0.4444444444444444,0.6,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
48,492,16,4,3,96,3,2,3,6439,13693,8,14,3,3,1,18,2,3,8,7,7,7,338.89473684210526,0.42105263157894735,0.7777777777777778,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,833,18,3,2,60,1,2,4,5811,24539,3,16,3,3,1,15,2,3,1,0,1,0,363.1875,0.0625,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34,702,16,4,3,100,2,1,4,2553,8306,1,16,3,3,0,6,3,3,5,2,1,3,364.7142857142857,0.7142857142857143,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,829,8,1,3,84,3,2,4,4342,24008,0,19,3,2,1,5,3,3,4,2,1,1,723.6666666666666,0.6666666666666666,0.2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,160,3,3,3,71,3,1,3,2083,22653,1,20,4,3,1,1,2,3,1,0,0,0,1041.5,0.5,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,530,16,3,3,36,3,2,4,5368,16130,1,25,4,3,1,7,2,3,6,5,1,2,671.0,0.75,0.2857142857142857,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,1009,1,3,1,45,2,1,2,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0,1298.0,0.5,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23,638,9,3,4,33,3,1,1,1790,26956,1,19,3,1,1,1,3,2,1,0,1,0,895.0,0.5,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
47,1379,16,4,3,64,4,2,3,5067,6759,1,19,3,3,0,20,3,4,19,10,2,7,241.28571428571428,0.9047619047619048,0.35,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
51,432,9,4,4,96,3,1,4,2075,18725,3,23,4,2,2,10,4,3,4,2,0,3,188.63636363636363,0.36363636363636365,0.6,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,750,28,3,2,46,4,2,3,3407,25348,1,17,3,4,2,10,3,2,10,9,6,8,309.72727272727275,0.9090909090909091,0.7272727272727273,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
30,1005,3,3,4,88,3,1,1,2657,8556,5,11,3,3,0,8,5,3,5,2,0,4,295.22222222222223,0.5555555555555556,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
38,471,12,3,1,45,2,2,1,6288,4284,2,15,3,3,1,13,3,2,4,3,1,2,449.14285714285717,0.2857142857142857,0.4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,688,3,3,1,91,3,1,1,4031,9396,5,13,3,3,1,6,5,3,2,2,0,2,575.8571428571429,0.2857142857142857,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
47,955,4,2,4,83,3,2,4,4163,8571,1,17,3,3,0,9,0,3,9,0,0,7,416.3,0.9,0.7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
48,1224,10,3,4,91,2,5,2,19665,13583,4,12,3,4,0,29,3,3,22,10,12,9,655.5,0.7333333333333333,0.391304347826087,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,672,25,3,4,78,2,3,2,10903,9129,3,16,3,1,0,16,2,3,13,10,4,8,641.3529411764706,0.7647058823529411,0.5714285714285714,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
26,426,17,4,2,58,3,1,3,2741,22808,0,11,3,2,1,8,2,2,7,7,1,0,304.55555555555554,0.7777777777777778,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32,1018,3,2,3,39,3,3,4,11159,19373,3,15,3,4,0,10,6,3,7,7,7,7,1014.4545454545455,0.6363636363636364,0.875,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,528,8,4,3,100,3,1,3,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4,617.5714285714286,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
39,592,2,3,1,54,2,1,1,3646,17181,2,23,4,2,0,11,2,4,1,0,0,0,303.8333333333333,0.08333333333333333,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
40,791,2,2,3,38,4,2,2,4244,9931,1,24,4,4,1,8,2,3,8,7,3,7,471.55555555555554,0.8888888888888888,0.7777777777777778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,1465,1,3,4,63,3,1,2,3579,9369,0,21,4,1,1,12,2,3,11,9,5,7,275.3076923076923,0.8461538461538461,0.5833333333333334,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
40,107,10,3,2,84,2,2,2,6852,11591,7,12,3,2,1,7,2,4,5,1,1,3,856.5,0.625,0.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26,192,1,2,1,59,2,1,1,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3,565.0,0.7142857142857143,0.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
21,895,9,2,1,39,3,1,4,2610,2851,1,24,4,3,0,3,3,2,3,2,2,2,652.5,0.75,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
36,913,9,2,2,48,2,2,2,8847,13934,2,11,3,3,1,13,2,3,3,2,0,2,631.9285714285714,0.21428571428571427,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28,1103,16,3,3,49,3,1,3,2144,2122,1,14,3,3,0,5,3,2,5,3,1,4,357.3333333333333,0.8333333333333334,0.6666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,289,2,2,3,38,2,1,1,2561,5355,7,11,3,3,0,8,2,2,0,0,0,0,284.55555555555554,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
21,337,7,1,2,31,3,1,2,2679,4567,1,13,3,2,0,1,3,3,1,0,1,0,1339.5,0.5,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
40,555,2,3,2,78,2,2,3,3448,13436,6,22,4,2,1,20,3,3,1,0,0,0,164.1904761904762,0.047619047619047616,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,970,7,3,4,30,3,2,2,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2,860.4,0.6,0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42,1142,8,3,4,81,3,1,3,3968,13624,4,13,3,4,0,8,3,3,0,0,0,0,440.8888888888889,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
50,809,12,3,3,77,3,3,4,9208,6645,4,11,3,4,0,16,3,3,2,2,2,1,541.6470588235294,0.11764705882352941,0.3333333333333333,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,644,1,4,4,97,3,3,1,9396,12368,7,16,3,3,1,17,3,3,4,2,0,3,522.0,0.2222222222222222,0.6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1362,10,1,4,32,3,1,3,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1,504.5,0.5,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
45,374,20,3,4,50,3,2,3,4850,23333,8,15,3,3,0,8,3,3,5,3,0,1,538.8888888888889,0.5555555555555556,0.16666666666666666,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,350,13,3,1,56,2,1,1,2335,3157,4,15,3,4,3,4,3,3,2,2,2,0,467.0,0.4,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
32,1018,2,4,1,74,4,2,4,5055,10557,7,16,3,3,0,10,0,2,7,7,0,7,459.54545454545456,0.6363636363636364,0.875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,619,1,3,2,85,3,2,3,4717,18659,9,11,3,3,0,15,2,3,11,9,6,9,294.8125,0.6875,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,622,2,4,3,81,3,2,4,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2,371.72727272727275,0.9090909090909091,0.18181818181818182,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,504,10,3,1,61,3,3,3,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0,558.2222222222222,0.05555555555555555,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
40,750,12,3,2,47,3,2,1,4448,10748,2,12,3,2,1,15,3,3,7,4,7,7,278.0,0.4375,0.875,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1162,24,2,1,97,3,1,4,2587,10261,1,16,3,4,0,5,3,3,4,2,1,0,431.1666666666667,0.6666666666666666,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
34,1069,2,1,4,45,2,2,3,9547,14074,1,17,3,3,0,10,2,2,10,9,1,9,867.9090909090909,0.9090909090909091,0.8181818181818182,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31,480,7,2,2,31,3,2,1,4306,4156,1,12,3,2,1,13,5,1,13,10,3,12,307.57142857142856,0.9285714285714286,0.8571428571428571,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,1218,1,1,2,52,3,5,3,19197,8213,1,14,3,3,1,21,3,3,21,8,1,6,872.5909090909091,0.9545454545454546,0.2727272727272727,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
34,479,7,4,1,35,3,1,4,2972,22061,1,13,3,3,0,1,4,1,1,0,0,0,1486.0,0.5,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30,153,8,2,2,73,4,3,1,11416,17802,0,12,3,3,3,9,4,2,8,7,1,7,1141.6,0.8,0.7777777777777778,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
52,322,28,2,4,59,4,4,3,13247,9731,2,11,3,2,1,24,3,2,5,3,0,2,529.88,0.2,0.3333333333333333,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
37,482,3,3,3,36,3,3,3,9434,9606,1,15,3,3,1,10,2,3,10,7,7,8,857.6363636363636,0.9090909090909091,0.7272727272727273,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
32,638,8,2,3,91,4,2,3,5175,22162,5,12,3,3,1,9,3,2,5,3,1,3,517.5,0.5,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,392,2,4,4,93,3,2,4,5505,3921,1,14,3,3,2,6,5,3,6,2,0,4,786.4285714285714,0.8571428571428571,0.5714285714285714,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,247,8,1,3,80,3,1,3,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0,1904.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
33,465,2,2,1,39,3,1,1,2707,21509,7,20,4,1,0,13,3,4,9,7,1,7,193.35714285714286,0.6428571428571429,0.7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,1313,1,2,2,59,2,1,3,2008,20439,1,12,3,3,3,1,2,2,1,1,0,0,1004.0,0.5,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30,1012,5,4,2,75,2,1,4,3761,2373,9,12,3,2,1,10,3,2,5,4,0,3,341.90909090909093,0.45454545454545453,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36,164,2,2,2,61,2,3,3,7596,3809,1,13,3,2,2,10,2,3,10,9,9,0,690.5454545454545,0.9090909090909091,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
